OBJECTID,LATITUDE,LONGITUDE,NID_ID,DAM_NAME,OWNER_NAME,OWNER_TYPE,YEAR_CONST,FED_REG,FERC_REG,NERC_REG,NERC_SUBREG,STATE,COUNTY,RIVER,HUC_2,HUC_12,PRMR_PRPS,DAM_MATERIAL,DAM_HEIGHT,HYD_HEIGHT,STR_HEIGHT,MAX_HEIGHT,GATE,SPLLWY_CNTRL,DIST_SUBST,DIST_SUBST_STD,CAP_MW,CAP_MW_STD,CAP_FCTR,CAP_FCTR_STD,HUC12_POP,FSH_PSSG_PCT,FSH_PSSG_PCT_STD,SPECIES_CT,SPECIES_CT_STD,MEAN_ANN_Q,MAX_DLY_Q,MIN_DLY_Q,SCHL_CT_50MI,SCHL_CT_50MI_STD,MFG_CT_50MI,MFG_CT_50MI_STD,HSPT_CT_50MI,HSPT_CT_50MI_STD,NG_CT_50MI,NG_CT_50MI_STD,FSSL_CT_50MI,FSSL_CT_50MI_STD,CAP_50MI,CAP_50MI_STD,CAP_FSSL_RATIO,CAP_FSSL_RATIO_STD,HURR_RISK,FLD_RISK,TRND_RISK,VLCN_RISK,WLDFR_RISK,WNTWTHR_RISK,EQ_RISK,HAZ_TOTAL,HAZ_TOTAL_STD,HHAZ_DAM_CT,FEMA_HAZ,DAM_COND,EAP_PREP,COMP_SCORE,COMP_SCORE_STD,DSLPM,CANCER,RESP,PTRAF,OZONE,PM25,SUM_AQI,SUM_AQI_STD,ELEC_PRC,ELEC_PRC_STD,MAX_HOUR_LOAD,MAX_HOUR_LOAD_STD,HYD_REG_CT,HYD_REG_CT_STD,HYD_FIN_CT,HYD_FIN_CT_STD,CAP_CONSUMP,CAP_CONSUMP_STD,CAP_EXPENSE,CAP_EXPENSE_STD,SOC_VUL,PROT_LAND,IMP_STREAM,CRIT_HAB,GRID_SCORE,COMM_SCORE,INDUSTRY_SCORE,ENV_SCORE,H2_FEASIBILIY,H2_FEAS_STD,BATR_FEASIBILITY,BATR_FEAS_STD,PSH_DIST,PSH_FEASIBILITY,WHOLESALE_MARKET,FERC_DOCKET,PROJECT_NAME,PROJECT_TYPE,PROJECT_SUBCATEGORY,PROJECT_DEVELOPER,DEVELOPER_TYPE,LICENSE_STATUS,WHOLESALE_PRC,WHOLESALE_PRC_STD
11,33.57352068,-86.98717131,AL01256,BAYVIEW LAKE,,PUBLIC UTILITY,1910,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,JEFFERSON,VILLAGE CREEK,3,31601110408,WATER SUPPLY,OTHER,,27,30,30,YES,INVALID TYPE,2.662831271,0.064323237,2.98357045,0.00396223,26.66105829,0.05003014,90449.36371,26.67,0.2667,1,0.090909091,4.104417,92.9894,0.09998501,434,0.096659243,808,0.099642373,31,0.139013453,5,0.065789474,6,0.036363636,5001.299805,0.168997087,0.059655901,0.000543255,3,2,4,1,2,2,2,16,0.5,3,HIGH,NOT AVAILABLE,UNKNOWN,87.80995178,0.884069106,0.171606069,0.242092375,0.201996575,0.036406768,0.510765198,0.565348295,1.72821528,0.589873187,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.6621,NO,NO,NO,2.401715949,2.89731112,1.289827869,2.650276457,0.803776526,0.313350781,2.536058981,0.477433458,66.23191071,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
12,32.77891215,-87.84084137,AL01429,A.I.SELDEN,USACE - MOBILE DISTRICT,FEDERAL,1958,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,HALE,BLACK WARRIOR RIVER,3,31601130607,NAVIGATION,OTHER,,20,22,22,YES,CONTROLLED,4.204577948,0.102697329,50.95915164,0.100877187,26.66105829,0.05003014,834.9839731,26.67,0.2667,3,0.272727273,268.7429,2910.698,3.429956,114,0.025389755,164,0.020224442,15,0.067264574,7,0.092105263,2,0.012121212,1660.400024,0.056105968,3.069088828,0.03063919,3,2,3,1,1,1,2,13,0.285714286,1,MODERATE,NOT AVAILABLE,YES,69.91332245,0.675815092,0.058220316,0.20975367,0.202099051,0.002071113,0.38348704,0.501027171,1.356658361,0.459023463,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.9599,NO,NO,NO,2.380838883,2.73705325,1.268950803,2.159450472,0.847589341,0.334626197,2.443433036,0.456924788,124.8234024,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
13,31.75747968,-88.12944571,AL01431,COFFEEVILLE LOCK AND DAM,USACE - MOBILE DISTRICT,FEDERAL,1962,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,CHOCTAW,TOMBIGBEE RIVER,3,31602010909,NAVIGATION,OTHER,,16,18,18,YES,CONTROLLED,0.223672363,0.003612545,241.7081373,0.486207168,26.66105829,0.05003014,34.96383548,26.67,0.2667,3,0.272727273,823.214,6707.182,34.47563,62,0.013808463,62,0.007645826,8,0.035874439,10,0.131578947,3,0.018181818,1336.5,0.045161181,18.08515805,0.180807891,4,3,3,1,1,1,1,14,0.357142857,1,MODERATE,NOT AVAILABLE,YES,65.07485199,0.619512261,0.046006621,0.21291304,0.202216919,0.0037734,0.350457322,0.496467122,1.311834424,0.443237995,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.8471,NO,NO,NO,2.852675032,2.787093627,1.740786952,2.237530874,1.25981439,0.534801856,2.88387905,0.554445651,177.5045624,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
14,31.25931868,-85.11107311,AL01433,GEORGE W ANDREWS LOCK AND DAM,USACE - MOBILE DISTRICT,FEDERAL,1963,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,HOUSTON,CHATTAHOOCHEE RIVER,3,31300040702,NAVIGATION,OTHER,,13,18,18,YES,CONTROLLED,1.351605782,0.031686821,55.07925443,0.109200162,26.66105829,0.05003014,112.1771191,26.67,0.2667,2,0.181818182,308.0048,3109.257,66.59854,158,0.03518931,182,0.022444198,20,0.089686099,0,0,2,0.012121212,88.59999847,0.00299385,62.16620246,0.621641846,4,3,2,1,1,1,1,13,0.285714286,1,MODERATE,NOT AVAILABLE,YES,62.95855331,0.594885965,0.044807682,0.207366183,0.224940398,0.005138098,0.347055814,0.447714035,1.27702221,0.430978316,9.840000153,0.200516363,143,0.892086331,2,0.142857143,0,0,254,0.119402985,2892,0.118436271,0.9201,NO,NO,NO,2.310424686,2.764006256,1.350504042,2.732387945,0.766026809,0.295019594,2.5474078,0.479946245,157.5149384,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
15,31.61493388,-87.55163731,AL01436,CLAIBORNE LOCK AND DAM,USACE - MOBILE DISTRICT,FEDERAL,1969,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,MONROE,ALABAMA RIVER,3,31502040105,NAVIGATION,OTHER,10.0584,11,24,24,YES,CONTROLLED,3.756454601,0.091543534,228.3431331,0.459208666,26.66105829,0.05003014,86.19402264,26.67,0.2667,5,0.454545455,869.7343,5930.086,87.75097,73,0.016258352,82,0.010112221,11,0.049327354,2,0.026315789,4,0.024242424,3906,0.131986213,5.845958349,0.058409366,4,2,2,1,1,1,1,12,0.214285714,2,MODERATE,NOT AVAILABLE,YES,59.98583984,0.560294003,0.045234529,0.187537928,0.183374864,0.002154549,0.352003674,0.483546967,1.253852511,0.422818735,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.7481,NO,YES,YES,2.740211936,2.418321503,1.628323856,1.853676649,1.130019125,0.471773535,2.784868869,0.532523422,161.4984589,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
16,34.39866661,-87.98793911,AL05901,BEAR CREEK,TVA,FEDERAL,1969,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,FRANKLIN,BEAR CREEK,6,60300060105,FLOOD CONTROL AND STORM WATER MANAGEMENT,ROLLER-COMPACTED CONCRETE-EARTH,20.7264,19,21,21,YES,UNCONTROLLED,7.292007974,0.179543496,3.627596511,0.00526322,42.60133563,0.432051473,4081.571046,7.14,0.0714,0,0,9.783298,247.3286,0.2703771,201,0.044766147,407,0.050191146,17,0.076233184,4,0.052631579,1,0.006060606,476,0.016084341,0.762100107,0.007568072,3,3,3,1,2,2,2,16,0.5,3,HIGH,NOT AVAILABLE,YES,60.74048233,0.569075396,0.049774692,0.169873806,0.155124239,0.0032816,0.425337814,0.44312032,1.246512471,0.420233823,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.8417,NO,NO,NO,2.815666786,2.799623208,1.508478706,2.068277291,1.124489727,0.46908847,2.691929549,0.511945366,96.44564056,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
17,34.54521388,-87.97473971,AL05902,CEDAR CREEK,TVA,FEDERAL,1979,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,FRANKLIN,CEDAR CREEK,6,60300060204,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,29.2608,28,31,31,YES,UNCONTROLLED,5.736686182,0.14083152,4.168327176,0.006355544,42.60133563,0.432051473,179.9910366,7.14,0.0714,0,0,6.794269,211.2286,0.1881619,193,0.04298441,403,0.049697867,17,0.076233184,5,0.065789474,1,0.006060606,476,0.016084341,0.875698987,0.008704121,3,3,3,1,2,2,2,16,0.5,1,HIGH,NOT AVAILABLE,YES,68.62606049,0.660835876,0.049774692,0.169873806,0.155124239,0.0032816,0.425337814,0.44312032,1.246512471,0.420233823,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.8417,NO,NO,NO,2.854977807,2.79897752,1.547789727,2.16117382,1.138246667,0.475768813,2.73124057,0.520649372,93.6606369,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
18,34.45443068,-87.97532104,AL05903,LITTLE BEAR CREEK,TVA,FEDERAL,1975,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,FRANKLIN,LITTLE BEAR CREEK,6,60300060206,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,25.6032,24,27,27,YES,UNCONTROLLED,4.318192965,0.105525208,1.222087255,0.000403876,42.60133563,0.432051473,401.1542783,7.14,0.0714,0,0,2.596337,93.15589,0.09574035,198,0.044097996,402,0.049574547,16,0.071748879,4,0.052631579,1,0.006060606,476,0.016084341,0.25674102,0.002514212,3,3,3,1,2,2,2,16,0.5,1,HIGH,NOT AVAILABLE,YES,72.58638763,0.706920198,0.049774692,0.169873806,0.155124239,0.0032816,0.425337814,0.44312032,1.246512471,0.420233823,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.8417,NO,YES,NO,2.884209131,2.789416892,1.577021051,2.201068233,1.119013784,0.466429363,2.755987589,0.526128706,94.84484863,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
19,34.27316821,-87.69340131,AL09301,UPPER BEAR CREEK,TVA,FEDERAL,1978,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),SOUTHEASTERN,ALABAMA,MARION,BEAR CREEK,6,60300060103,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,25.908,24,26,26,YES,UNCONTROLLED,0.704347392,0.015576552,2.176294183,0.00233146,42.60133563,0.432051473,4694.512423,7.14,0.0714,0,0,4.668055,147.4246,0.1163873,220,0.048997773,415,0.051177704,18,0.080717489,2,0.026315789,3,0.018181818,2278.399902,0.076988575,0.095518534,0.000901901,3,3,3,1,1,2,1,14,0.357142857,4,HIGH,NOT AVAILABLE,YES,69.25365448,0.66813887,0.053073923,0.169986843,0.162478777,0.00153546,0.42007705,0.45995825,1.267110305,0.42748768,9.840000153,0.200516363,143,0.892086331,0,0,5,0.333333333,366,0.271370421,3696,0.304418228,0.671,NO,YES,NO,2.977688528,2.495369682,1.670500448,2.167928451,1.096228735,0.455364989,2.858435596,0.548812117,83.27125549,LOW,SOUTHERN COMPANY,,,,,,,,44.65,0.415647691
20,35.10133028,-93.65103423,AR00157,BLUE MOUNTAIN,USACE - LITTLE ROCK DISTRICT,FEDERAL,1947,YES,UNLIKELY,"SOUTHWEST POWER POOL, RE (SPP)",SPP,ARKANSAS,YELL,PETIT JEAN,11,1.11102E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,EARTH,35.052,25,35,35,YES,UNCONTROLLED,4.363827233,0.106661045,8.311259642,0.014724638,35.84313703,0.270085907,297.6659045,33.33,0.3333,1,0.090909091,16.90162,346.0402,0.05792004,158,0.03518931,272,0.033542977,17,0.076233184,2,0.026315789,1,0.006060606,185,0.006251267,4.492572779,0.044874788,2,3,3,1,2,2,2,15,0.428571429,0,HIGH,NOT AVAILABLE,YES,80.54277039,0.799504595,0.046087892,0.204241574,0.202209783,0.005428316,0.436588634,0.515176624,1.409732822,0.477714485,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.8783,YES,NO,NO,2.552559182,2.71377989,1.281399838,2.564484777,0.91202228,0.365914703,2.720572692,0.518287356,2.352875233,MEDIUM,MISO,,,,,,,,45.37,0.432647031
21,34.95197915,-93.16036063,AR00158,NIMROD,USACE - LITTLE ROCK DISTRICT,FEDERAL,1942,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,YELL,FOURCHE LA FAVE,11,1.11102E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,CONCRETE,29.5656,21,31,31,YES,UNCONTROLLED,6.732452026,0.165616143,10.65270355,0.019454563,35.84313703,0.270085907,124.2036873,33.33,0.3333,0,0,26.7688,1765.496,0.1881345,226,0.050334076,285,0.035146134,35,0.156950673,3,0.039473684,3,0.018181818,2013.300049,0.068030684,0.52911654,0.005238112,2,3,3,1,2,2,2,15,0.428571429,1,HIGH,NOT AVAILABLE,YES,79.3170166,0.785241119,0.052147321,0.16991643,0.202175233,0.000103405,0.455957968,0.527164901,1.407465257,0.476915926,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.636,NO,NO,NO,2.499937166,2.52690691,1.228777822,2.600695157,0.931513257,0.375379482,2.748668165,0.524508084,17.65182686,LOW,MISO,,,,,,,,45.37,0.432647031
22,34.41186055,-92.10359343,AR00166,COL CHARLES D. MAYNARD LOCK AND DAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,1968,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,JEFFERSON,ARKANSAS,11,1.11102E+11,NAVIGATION,CONCRETE,11.8872,9,19,19,YES,CONTROLLED,2.468970665,0.059498045,156.1201664,0.313311825,35.84313703,0.270085907,976.674975,33.33,0.3333,3,0.272727273,1415.143,16888.8,40.61141,272,0.060579065,398,0.049081268,32,0.143497758,6,0.078947368,6,0.036363636,4648.799805,0.157085889,3.35828973,0.033531353,2,3,2,1,1,2,2,13,0.285714286,8,MODERATE,NOT AVAILABLE,YES,47.04586792,0.409718102,0.078380783,0.174229653,0.169580701,0.005343522,0.471505486,0.53342556,1.432465704,0.485720234,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.9436,YES,NO,NO,2.91384766,2.72553939,1.642688316,1.989542416,1.278779337,0.544011196,3.149125744,0.613174952,85.01264954,LOW,MISO,,,,,,,,45.37,0.432647031
23,34.24884248,-91.90404877,AR00167,EMMETT SANDERS LOCK & DAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,1968,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,JEFFERSON,ARKANSAS,11,1.11102E+11,NAVIGATION,CONCRETE,10.3632,10,14,14,YES,CONTROLLED,2.084332847,0.049924405,128.670358,0.257860762,35.84313703,0.270085907,262.6920467,33.33,0.3333,3,0.272727273,1419.318,17341.64,40.85972,245,0.054565702,352,0.043408558,29,0.130044843,3,0.039473684,3,0.018181818,2635.5,0.089055214,4.882199127,0.04877126,2,3,2,1,1,2,2,13,0.285714286,1,MODERATE,NOT AVAILABLE,YES,46.30250931,0.401068014,0.078380783,0.174229653,0.169580701,0.005343522,0.471505486,0.53342556,1.432465704,0.485720234,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.9436,YES,NO,NO,2.862297527,2.721313019,1.591138183,1.996132235,1.17818188,0.495161272,3.084122696,0.598782375,100.6183548,LOW,MISO,,,,,,,,45.37,0.432647031
24,34.16278808,-91.6801613,AR00168,JOE HARDIN LOCK & DAM,,FEDERAL,1968,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,JEFFERSON,ARKANSAS,8,80204010401,NAVIGATION,CONCRETE,8.5344,8,14,14,YES,CONTROLLED,9.096203357,0.224449939,160.974518,0.323118049,43.0763824,0.443436344,11.07245669,0,0,2,0.181818182,1429.377,16905.2,43.0586,97,0.021603563,150,0.018497965,9,0.040358744,2,0.026315789,3,0.018181818,2635.5,0.089055214,6.107930867,0.061029231,2,3,3,1,1,2,2,14,0.357142857,1,MODERATE,NOT AVAILABLE,UNKNOWN,46.99163055,0.409086969,0.078380783,0.174229653,0.169580701,0.005343522,0.471505486,0.53342556,1.432465704,0.485720234,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.9436,YES,NO,NO,3.234769124,2.682351323,1.63030978,1.774018252,1.378721116,0.592542724,3.033608194,0.587597762,112.8754578,LOW,MISO,,,,,,,,45.37,0.432647031
25,35.07766601,-92.5415657,AR00170,TOAD SUCK FERRY LOCK & DAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,1969,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,FAULKNER,ARKANSAS,11,1.11102E+11,NAVIGATION,CONCRETE,11.2776,11,18,18,YES,CONTROLLED,2.524877815,0.060889574,144.9071504,0.290660532,35.84313703,0.270085907,1421.500239,33.33,0.3333,3,0.272727273,1342.518,15830.5,39.30591,326,0.072605791,435,0.053644099,39,0.174887892,3,0.039473684,3,0.018181818,1898,0.064134622,7.634728683,0.076298023,2,3,3,1,2,2,2,15,0.428571429,6,MODERATE,NOT AVAILABLE,YES,46.46114731,0.402914004,0.052147321,0.16991643,0.202175233,0.000103405,0.455957968,0.527164901,1.407465257,0.476915926,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.636,YES,NO,NO,2.894367669,2.638175755,1.623208325,2.01670068,1.221217191,0.516059133,3.161035887,0.615812023,32.97200394,LOW,MISO,,,,,,,,45.37,0.432647031
26,34.66788448,-92.1580573,AR00172,DAVID D. TERRY LOCK & DAM,,FEDERAL,1968,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,PULASKI,ARKANSAS,11,1.11102E+11,NAVIGATION,CONCRETE,8.5344,8,16,16,YES,CONTROLLED,3.211551451,0.077980889,164.8942973,0.331036353,35.84313703,0.270085907,2804.907388,33.33,0.3333,3,0.272727273,1399.993,16851.59,40.83261,323,0.071937639,431,0.05315082,36,0.161434978,7,0.092105263,6,0.036363636,4648.799805,0.157085889,3.547029432,0.035418851,2,4,3,1,1,2,2,15,0.428571429,4,MODERATE,NOT AVAILABLE,UNKNOWN,46.08452606,0.398531453,0.129668474,0.230787557,0.203520499,0.024346555,0.497705385,0.574091614,1.660120083,0.565892372,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.6287,YES,NO,NO,2.917158896,2.664851963,1.645999552,2.060415403,1.313731312,0.560983805,3.1703742,0.617879655,68.64094543,LOW,MISO,,,,,,,,45.37,0.432647031
27,36.06582488,-94.06925116,AR00288,LAKE SEQUOYAH,,LOCAL GOVERNMENT,1960,NO,LIKELY,"SOUTHWEST POWER POOL, RE (SPP)",SPP,ARKANSAS,WASHINGTON,WHITE RIVER,11,1.101E+11,OTHER,ROCKFILL,12.192,12,12,12,YES,INVALID TYPE,1.820946085,0.043368706,1.360642985,0.000683771,35.84313703,0.270085907,4397.316843,33.33,0.3333,2,0.181818182,10.87173,287.8286,0.01613618,270,0.06013363,330,0.040695523,20,0.089686099,1,0.013157895,5,0.03030303,1163.599976,0.03931878,0.116933913,0.001116066,2,3,3,1,2,2,1,14,0.357142857,1,LOW,NOT AVAILABLE,UNKNOWN,43.34687424,0.366674785,0.06744238,0.169978785,0.157515588,0.010328115,0.51053687,0.52164477,1.437446509,0.487474304,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.6745,NO,NO,NO,2.6089632,2.44294965,1.337803856,2.006746973,0.891976065,0.356180301,2.790429625,0.533754651,37.96977615,LOW,MISO,,,,,,,,45.37,0.432647031
28,33.69393795,-93.96513616,AR00536,MILLWOOD DAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,1966,YES,UNLIKELY,"SOUTHWEST POWER POOL, RE (SPP)",SPP,ARKANSAS,LITTLE RIVER,LITTLE,11,1.11401E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,CONCRETE-EARTH,26.8224,23,11,27,YES,NO SPILLWAY,5.477329952,0.13437614,100.7873238,0.201534543,35.84313703,0.270085907,935.6396182,33.33,0.3333,2,0.181818182,176.8138,2602.606,10.61259,138,0.030734967,122,0.015045012,13,0.058295964,5,0.065789474,3,0.018181818,828.7999878,0.028005676,12.16063288,0.121559479,3,2,3,1,1,2,1,13,0.285714286,3,HIGH,NOT AVAILABLE,YES,66.7877121,0.639443947,0.071443521,0.19294153,0.188438482,0.006400918,0.476728416,0.567933105,1.503885972,0.510872026,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.6306,YES,NO,NO,2.693156027,2.410673416,1.421996683,2.42335727,1.119807905,0.466814987,2.843232317,0.5454459,82.8763504,LOW,MISO,,,,,,,,45.37,0.432647031
29,36.46666667,-91.53,AR01157,MAMMOTH SPRINGS DAM 3,ARKANSAS GAME AND FISH COMMISSION,STATE,1930,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,FULTON,SPRING RIVER,11,1.101E+11,FISH AND WILDLIFE POND,CONCRETE,9.144,8,9,9,YES,INVALID TYPE,2.15083344,0.051579606,1.118117914,0.000193849,35.84313703,0.270085907,3424.600558,33.33,0.3333,1,0.090909091,8.345645,535.989,1.453983,97,0.021603563,113,0.013935134,9,0.040358744,3,0.039473684,1,0.006060606,47.40000153,0.001601676,2.358898477,0.023536907,2,3,2,1,1,2,2,13,0.285714286,2,LOW,NOT RATED,NOT REQUIRED,48.98806381,0.432318452,0.051276819,0.169960592,0.202220053,0.002659117,0.47095833,0.472755527,1.369830437,0.463662221,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.6688,NO,NO,NO,2.573501989,2.276572415,1.302342645,2.161908489,0.891041543,0.355726499,2.705641059,0.514981285,48.54790115,LOW,MISO,,,,,,,,45.37,0.432647031
30,34.21047301,-94.22894623,AR01200,GILLHAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,1975,YES,UNLIKELY,"SOUTHWEST POWER POOL, RE (SPP)",SPP,ARKANSAS,HOWARD,COSSATOT,11,1.11401E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,CONCRETE-ROCKFILL,48.768,44,9,49,YES,NO SPILLWAY,4.754025226,0.116373078,4.56269096,0.007152194,35.84313703,0.270085907,537.8619186,33.33,0.3333,2,0.181818182,13.73158,589.8818,1.735286,78,0.017371938,75,0.009248983,7,0.031390135,1,0.013157895,2,0.012121212,763.7999878,0.025809285,0.597367247,0.005920656,3,2,3,1,1,2,1,13,0.285714286,2,HIGH,NOT AVAILABLE,YES,66.65027618,0.637844675,0.050519208,0.170722487,0.188705727,7.87503E-06,0.458050048,0.542106741,1.410112087,0.47784805,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.9045,NO,NO,NO,2.409692977,2.495641759,1.239821367,2.273095199,0.968285682,0.393236098,2.532863438,0.476725921,46.73783493,LOW,SPP,,,,,,,,41.08,0.331359297
31,34.09833221,-94.3809697,AR01201,DEQUEEN,USACE - LITTLE ROCK DISTRICT,FEDERAL,1977,YES,UNLIKELY,"SOUTHWEST POWER POOL, RE (SPP)",SPP,ARKANSAS,SEVIER,ROLLING FORK,11,1.11401E+11,FLOOD CONTROL AND STORM WATER MANAGEMENT,ROCKFILL-EARTH,48.768,44,49,49,YES,UNCONTROLLED,5.292360128,0.129772239,8.388662703,0.014880999,35.84313703,0.270085907,696.5434578,33.33,0.3333,2,0.181818182,7.888943,318.4086,1.485681,115,0.025612472,92,0.011345419,13,0.058295964,1,0.013157895,2,0.012121212,763.7999878,0.025809285,1.098280026,0.010930051,2,2,3,1,1,2,1,12,0.214285714,6,HIGH,NOT AVAILABLE,YES,43.98167801,0.374061675,0.059492654,0.20012303,0.201935498,0.002280696,0.464584308,0.55315503,1.481571216,0.503013527,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.7675,NO,NO,NO,2.507406791,2.352534422,1.236247447,2.039487071,0.876823189,0.348822095,2.657483081,0.50431844,46.20273972,LOW,MISO,,,,,,,,45.37,0.432647031
32,33.06202442,-92.1140983,AR01514,FELSENTHAL LOCK & DAM,USACE - VICKSBURG DISTRICT,FEDERAL,1978,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,UNION,OUACHITA,8,80402020206,NAVIGATION,OTHER,,11,32,32,YES,CONTROLLED,5.293880895,0.129810091,40.35621997,0.079458318,43.0763824,0.443436344,675.7309714,0,0,2,0.181818182,424.8163,3894.983,35.13626,143,0.031848552,191,0.023554076,27,0.121076233,13,0.171052632,7,0.042424242,4515.5,0.152581604,0.893726497,0.008884406,3,3,3,1,1,2,1,14,0.357142857,3,LOW,NOT AVAILABLE,YES,44.32524109,0.378059545,0.053536609,0.177975777,0.160069118,0.002444342,0.430056513,0.515355275,1.339437635,0.452958908,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.8576,NO,YES,NO,3.090805352,2.60240765,1.486346008,1.658084677,1.284854339,0.546961205,2.970361911,0.573594157,160.7734985,LOW,MISO,,,,,,,,45.37,0.432647031
33,33.94464935,-91.08963777,AR01545,MONTGOMERY POINT LOCK & DAM,USACE - LITTLE ROCK DISTRICT,FEDERAL,2004,YES,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),DELTA,ARKANSAS,DESHA,WHITE,8,80203030703,NAVIGATION,CONCRETE,4.2672,8,17,17,YES,CONTROLLED,9.980033158,0.246448472,93.02808023,0.185860179,43.0763824,0.443436344,19.79927936,0,0,3,0.272727273,957.8427,9021.613,136.2074,113,0.025167038,130,0.01603157,16,0.071748879,6,0.078947368,3,0.018181818,1143,0.038622694,8.138939653,0.081340402,3,3,3,1,1,2,2,15,0.428571429,2,LOW,NOT AVAILABLE,YES,27.27305794,0.179631923,0.065579912,0.169813244,0.155075069,0.005635618,0.470976377,0.495863382,1.362943602,0.461236912,8.319999695,0.069707361,158,1,4,0.285714286,0,0,344,0.241519674,3442,0.245662734,0.9596,NO,NO,NO,3.073046326,2.800561354,1.468586982,1.449481964,1.29162843,0.55025069,2.903275531,0.558740301,141.9445953,LOW,MISO,,,,,,,,45.37,0.432647031
